"FA番号","KENCODE","館名","電話1","電話2","電話3"
"FA001539","05","秋田大学 附属図書館 医学部分館","秋田市本道1-1-1","018-884-6219"
"FA001550","06","山形大学 小白川図書館","山形県山形市小白川町1-4-12","023-628-4914"
"FA001561","06","山形大学 医学部図書館","山形県山形市飯田西2-2-2","023-628-5054"
"FA001572","06","山形大学 工学部図書館","米沢市城南4-3-16","0238-26-3019(DI)"
"FA001583","06","山形大学 農学部図書館","鶴岡市若葉町1-23","0235-28-2810"
"FA001594","07","福島大学 附属図書館","福島市金谷川1番地","024-548-8086"
"FA001608","08","茨城大学 附属図書館","茨城県水戸市文京2-1-1","029-228-8077(直)"
"FA001619","08","茨城大学 附属図書館 工学部分館","茨城県日立市中成沢町4-12-1","0294-38-5012(直)"
"FA001630","08","茨城大学 附属図書館 農学部分館","茨城県稲敷郡阿見町中央3-21-1","029-888-8531"
"FA001641","08","筑波大学 附属図書館 図書館情報学図書館","つくば市春日1-2","029-859-1200"
"FA001652","08","筑波大学 附属図書館 中央図書館","茨城県つくば市天王台1-1-1","029-853-2373/2374"
"FA001663","08","筑波大学 附属図書館 医学図書館","茨城県つくば市天王台1-1-1","029-853-3030"
"FA001674","08","筑波大学 附属図書館 体育・芸術図書館","茨城県つくば市天王台1-1-1","029-853-2362"
"FA001685","09","宇都宮大学 附属図書館","宇都宮市峰町350","028-649-5134"
"FA001696","09","宇都宮大学 附属図書館 陽東分館","宇都宮市陽東7丁目1番2号","028-689-6312"
"FA001710","10","群馬大学 総合情報メディアセンター 中央図書館","群馬県前橋市荒牧町4-2","027-220-7181(受付)","027-220-7185(依頼)"
"FA001721","10","群馬大学 総合情報メディアセンター 医学図書館","前橋市昭和町3-39-22","027-220-7886"
"FA001732","10","群馬大学 総合情報メディアセンター 理工学図書館","群馬県桐生市天神町1-5-1","0277-30-1073"
"FA001743","11","埼玉大学 図書館","埼玉県さいたま市桜区下大久保255","048-858-3668 (依頼)","048-829-9076 (受付)"
"FA001754","12","千葉大学 附属図書館","千葉県千葉市稲毛区弥生町1-33","043-290-2260"
"FA001765","12","千葉大学 附属図書館 亥鼻分館","千葉県千葉市中央区亥鼻1-8-1","043-226-2211(依頼)","043-226-2213(受付)"
"FA001787","13","東京大学 総合図書館","東京都文京区本郷7-3-1","03-5841-2644"
"FA001798","13","東京大学 駒場図書館","東京都目黒区駒場3-8-1","03-5454-6093(ILL担当)"
"FA001801","13","東京大学 大学院法学政治学研究科 附属近代日本法政史料センター (明治新聞雑誌文庫)","東京都文京区本郷7-3-1","03-5841-3171"
"FA001823","13","東京大学 医学図書館","東京都文京区本郷7-3-1","03-5841-3667"
"FA001845","13","東京大学 農学生命科学図書館","東京都文京区弥生1-1-1","03-5841-5425"
"FA001867","13","東京医科歯科大学 図書館","東京都文京区湯島1-5-45","03-5803-5596"
"FA001878","13","東京外国語大学 附属図書館","東京都府中市朝日町3-11-1","042-330-5196"
"FA001889","13","東京学芸大学 附属図書館","東京都小金井市貫井北町4-1-1","042-329-7224"
"FA001903","13","東京農工大学 府中図書館","東京都府中市幸町3-5-8","(複写・貸借)042(367)5577"
"FA001914","13","東京農工大学 小金井図書館","東京都小金井市中町2-24-16","042-388-7169"
"FA001925","13","東京芸術大学 附属図書館","東京都台東区上野公園12-8","050-5525-2429(IP電話)"
"FA001958","13","東京海洋大学 附属図書館 越中島分館","東京都江東区越中島2-1-6","03-5245-7362"
"FA001969","13","東京海洋大学 附属図書館","東京都港区港南4-5-7","03-5463-0444"
"FA001980","13","お茶の水女子大学 附属図書館","東京都文京区大塚2-1-1","03-5978-5839(ILL)","03-5978-5840(閲覧)"
"FA001991","13","電気通信大学 附属図書館","東京都調布市調布ケ丘1-5-1","042-443-5129"
"FA002010","13","一橋大学 附属図書館","国立市中2-1","042-580-8230(ILL受付)","042-580-8241(ILL依頼)"
"FA002043","13","一橋大学 経済研究所 資料室","東京都国立市中2-1","042-580-8320"
"FA002054","13","一橋大学 経済研究所 附属社会科学統計情報研究センター","国立市中2-1","042-580-8391"
"FA002065","14","横浜国立大学 附属図書館","横浜市保土ケ谷区常盤台79番6号","045-339-3217(依頼)","045-339-3218(受付)"
"FA002076","14","横浜国立大学 経済学部 附属アジア経済社会研究センター","横浜市保土ケ谷区常盤台79番3号","045-339-3519"
"FA002087","15","新潟大学 附属図書館","新潟県新潟市西区五十嵐2の町8050","025(262)6223【複写】","025(262)6841【貸借】"
"FA002098","15","新潟大学 附属図書館 旭町分館","新潟市中央区旭町通1番町754番地","025-227-0695(直通)"
"FA002101","15","長岡技術科学大学 附属図書館","新潟県長岡市上富岡町1603-1","0258-47-9262"
"FA002112","15","上越教育大学 附属図書館","新潟県上越市山屋敷町1","025-521-3606(直通)"
"FA002123","16","富山大学 附属図書館","富山市五福3190","076-445-6899"
"FA002134","16","富山大学 附属図書館 医薬学図書館","富山市杉谷2630","076-434-7165"
"FA002145","17","金沢大学 附属図書館","金沢市角間町","076-264-5212(複写)","076-264-5214(貸借)"
"FA002203","17","金沢大学 附属図書館 医学図書館","金沢市宝町13-1","076-265-2141"
"FA002236","18","福井大学 附属図書館","福井県福井市文京3-9-1","0776-27-8415"
"FA002247","18","福井大学 附属図書館 医学図書館","福井県吉田郡永平寺町松岡下合月23-3","0776-61-8258"
"FA002258","19","山梨大学 附属図書館","甲府市武田四丁目4-37","055-220-8066,8067"
"FA002269","19","山梨大学 附属図書館 医学分館","山梨県中央市下河東1110","055-273-9357"
"FA002280","20","信州大学 附属図書館 中央図書館","長野県松本市旭3-1-1","0263-37-2176(直通)"
"FA002291","20","信州大学 附属図書館 教育学部図書館","長野市西長野6の口","026-238-4061"
"FA002305","20","信州大学 附属図書館 医学部図書館","松本市旭3-1-1","0263-37-2584(ダイヤルイン)"
"FA002316","20","信州大学 附属図書館 工学部図書館","長野市若里4-17-1","026-269-5082"
"FA002327","20","信州大学 附属図書館 農学部図書館","長野県上伊那郡南箕輪村8304","0265-77-1316"
"FA002338","20","信州大学 附属図書館 繊維学部図書館","上田市常田3-15-1","0268-21-5313"
"FA002349","21","岐阜大学 図書館","岐阜県岐阜市柳戸1-1","058-293-2193"
"FA002360","21","岐阜大学 医学図書館","岐阜県岐阜市柳戸1-1","058-230-6591"
"FA002371","22","静岡大学 附属図書館","静岡市駿河区大谷836","054-238-4480"
"FA002382","22","静岡大学 附属図書館 浜松分館","静岡県浜松市中区城北3-5-1","053(478)1394"
"FA002393","22","浜松医科大学 附属図書館","静岡県浜松市東区半田山一丁目20番1号","053-435-2171"
"FA002407","23","名古屋大学 附属図書館","名古屋市千種区不老町B3-2(790)","0527893678/ILL3682"
"FA002418","23","名古屋大学 附属図書館 医学部分館","名古屋市昭和区鶴舞町65","052(744)2509"
"FA002429","23","名古屋大学 情報・言語合同図書室","名古屋市千種区不老町 (名古屋大学 情報学部・情報学研究科 庶務係気付)","052-789-4730"
"FA002440","23","名古屋大学 文学 図書室","名古屋市千種区不老町","052-789-2209,2208"
"FA002451","23","名古屋大学 教育発達科学 図書室","名古屋市千種区不老町","052-789-2608"
"FA002462","23","名古屋大学 法学 図書室","名古屋市千種区不老町","052-789-2319(ダイヤルイン)"
"FA002473","23","名古屋大学 経済学 図書室","愛知県名古屋市千種区不老町","052-789-2364"
"FA002484","23","名古屋大学 理学 図書室","名古屋市千種区不老町D3-2(500)","閲覧:052-789-2962","ILL:052-789-2515"
"FA002495","23","名古屋大学 工学 図書室","名古屋市千種区不老町 C2-4(600)","052-789-5033"
"FA002509","23","名古屋大学 生命農学 図書室","名古屋市千種区不老町E2-1(300)","052-789-4011"
"FA002531","23","愛知教育大学 附属図書館","刈谷市井ケ谷町広沢1","0566-26-2688"
"FA002542","23","名古屋工業大学 図書館","名古屋市昭和区御器所町","052(735)5101"
"FA002553","23","豊橋技術科学大学 附属図書館","愛知県豊橋市天伯町雲雀ケ丘1-1","0532-44-6564(DI)"
"FA002564","24","三重大学 附属図書館","三重県津市栗真町屋町 1577","059-231-9660"
"FA002575","24","三重大学 医学部図書館","三重県津市江戸橋2-174","059-231-5065"
"FA002586","25","滋賀大学 附属図書館 教育学部分館","滋賀県大津市平津2-5-1","077-537-7710(直通)"
"FA002597","25","滋賀大学 附属図書館","滋賀県彦根市馬場一丁目1番1号","0749-27-1027"
"FA002600","25","滋賀医科大学 附属図書館","滋賀県大津市瀬田月輪町","077-548-2080"
"FA002611","26","京都大学 附属図書館","京都市左京区吉田本町","075-753-2638(依頼)","075-753-2654(受付)"
"FA002622","26","京都大学 吉田南総合図書館","京都市左京区吉田二本松町","075-753-6895"
"FA002633","26","京都大学 文学研究科 図書館","京都市左京区吉田本町","075-753-2715"
"FA002644","26","京都大学 教育学部 図書室","京都府京都市左京区吉田本町","075-753-3016"
"FA002655","26","京都大学 法学部 図書室","京都府京都市左京区吉田本町","075-753-3114"
"FA002666","26","京都大学 経済学部 図書室","京都府京都市左京区吉田本町","075-753-3412"
"FA002677","26","京都大学 理学部","京都市左京区北白川追分町理学部6号館南棟1F-104","075-753-3644"
"FA002688","26","京都大学 医学図書館","京都市左京区吉田近衛町","075-753-4316"
"FA002699","26","京都大学 大学院薬学研究科・薬学部 図書室","京都市左京区吉田下阿達町46","075-753-4595"
"FA002702","26","京都大学 工学部","京都府京都市西京区京都大学桂","075-383-3571"
"FA002713","26","京都大学 附属図書館 宇治分館","京都府宇治市五ケ庄","0774-38-3010"
"FA002724","26","京都大学 農学部 図書室","京都市左京区北白川追分町","075-753-6016"
"FA002735","26","京都大学 人文科学研究所 図書室","京都市左京区吉田本町(本館)","075-753-6909(本館)","075-753-6990(人情セ)"
"FA002746","26","京都大学 経済研究所 図書室","京都府京都市左京区吉田本町","075-753-7106"
"FA002757","26","京都大学 基礎物理学研究所 図書室","京都府京都市左京区北白川追分町","075-753-7007"
"FA002768","26","京都大学 数理解析研究所 図書室","京都市左京区北白川追分町","075-753-7225"
"FA002779","27","京都大学 複合原子力科学研究所 図書室","大阪府泉南郡熊取町朝代西2丁目1010","072-451-2311"
"FA002790","23","京都大学 霊長類研究所 図書室","愛知県犬山市官林41-2","0568-63-0516"
"FA002804","26","京都大学 東南アジア地域研究研究所 図書室","京都府京都市左京区吉田下阿達町46","075-753-7306"
"FA002826","26","京都教育大学 附属図書館","京都市伏見区深草藤森町1","075-644-8179(受付)","075-644-8519(依頼)"
"FA002837","26","京都工芸繊維大学 附属図書館","京都市左京区松ケ崎橋上町1番地","075-724-7191"
"FA002848","27","大阪大学 附属図書館 総合図書館","豊中市待兼山町1ー4","06-6850-5068(相互利用)","06-6850-5070(参考調査)"
"FA002859","27","大阪大学 附属図書館 生命科学図書館","吹田市山田丘2-3","06-6879-2407(受付)","2415(依頼)"
"FA002870","27","大阪大学 附属図書館 理工学図書館","吹田市山田丘2-1","06-6879-7187","受付","06-6879-7188","依頼"
"FA002928","27","大阪大学 附属図書館 外国学図書館","大阪府箕面市粟生間谷東8-1-1","072-730-5128"
"FA002939","27","大阪教育大学 附属図書館","大阪府柏原市旭ケ丘4-698-1","072-978-3782"
"FA002972","28","兵庫教育大学 附属図書館","兵庫県加東市下久米942-1","0795-44-2062"
"FA002983","28","神戸大学 附属図書館 保健科学図書室","神戸市須磨区友が丘7丁目10番2","078-796-4505"
"FA002994","28","神戸大学 附属図書館 社会科学系図書館","神戸市灘区六甲台町2-1","078-803-7339"
"FA003002","28","神戸大学 附属図書館 総合図書館 国際文化学図書館","神戸市灘区鶴甲1-2-1","078-803-7351"
"FA003013","28","神戸大学 附属図書館 人文科学図書館","神戸市灘区六甲台町1-1","078-803-5585"
"FA003024","28","神戸大学 附属図書館 人間科学図書館","兵庫県神戸市灘区鶴甲3-11","078-803-7951"
"FA003035","28","神戸大学 附属図書館 自然科学系図書館","兵庫県神戸市灘区六甲台町1-1","078-803-5306"
"FA003046","28","神戸大学 附属図書館 医学分館","神戸市中央区楠町7-5-1","078-382-5310 ダイヤルイン"
"FA003057","28","神戸大学 附属図書館 経済経営研究所図書館","兵庫県神戸市灘区六甲台町2-1","078-803-7025"
"FA003068","28","神戸大学 附属図書館 海事科学分館","神戸市東灘区深江南町5-1-1","078-431-6239"
"FA003079","29","奈良教育大学 図書館","奈良県奈良市高畑町","0742-27-9137"
"FA003090","29","奈良女子大学 学術情報センター","奈良県奈良市北魚屋西町","0742-20-3303"
"FA003104","30","和歌山大学 附属図書館","和歌山市栄谷930","073-457-7915"
"FA003126","31","鳥取大学 附属図書館","鳥取市湖山町南4-101","0857-31-5672"
"FA003137","31","鳥取大学 附属図書館 医学図書館","鳥取県米子市西町86","0859-38-6462"
"FA003148","32","島根大学 附属図書館","島根県松江市西川津町1060","0852-32-6087"
"FA003159","32","島根大学 附属図書館 医学図書館","島根県出雲市塩冶町89-1","0853-20-2094"
"FA003170","33","岡山大学 附属図書館","岡山県岡山市北区津島中3-1-1","086-251-7322(DI)"
"FA003181","33","岡山大学 附属図書館 鹿田分館","岡山市北区鹿田町2-5-1","086-235-7053"
"FA003192","33","岡山大学 附属図書館 資源植物科学研究所分館","岡山県倉敷市中央2-20-1","086-434-1204"
"FA003239","34","広島大学 図書館 霞図書館","広島県広島市南区霞1-2-3","082-257-5902"
"FA003261","34","広島大学 図書館 東図書館","東広島市鏡山1-7-2","082-424-6229"
"FA003283","35","山口大学 図書館 総合図書館","山口市吉田1677-1","083-933-5185"
"FA003294","35","山口大学 図書館 医学部図書館","宇部市南小串1丁目1番1号","0836-22-2143"
"FA003308","35","山口大学 図書館 工学部図書館","山口県宇部市常盤台2丁目16番1号","0836-85-9051"
"FA003319","36","徳島大学 附属図書館","徳島県徳島市南常三島町2-1","088-656-7589"
"FA003330","36","徳島大学 附属図書館 蔵本分館","徳島市蔵本町3-18-15","088-633-7415"
"FA003341","36","鳴門教育大学 附属図書館","鳴門市鳴門町高島字中島748番地","088-687-6156"
"FA003352","37","香川大学 図書館","香川県高松市幸町1-1","087-832-1252,1250"
"FA003363","37","香川大学 図書館 医学部分館","香川県木田郡三木町大字池戸1750-1","087-891-2085(直通)"
"FA003374","38","愛媛大学 図書館","愛媛県松山市文京町3","089-927-8849"
"FA003385","38","愛媛大学 図書館 医学部分館","愛媛県東温市志津川","089-960-5483"
"FA003396","38","愛媛大学 図書館 農学部分館","愛媛県松山市樽味3-5-7","089-946-9914"
"FA003410","39","高知大学 学術情報基盤図書館 中央館","高知市曙町2-5-1","088-844-8163"
"FA003421","39","高知大学 学術情報基盤図書館 物部分館","高知県南国市物部乙200","088-864-5117"
"FA003432","39","高知大学 学術情報基盤図書館 医学部分館","高知県南国市岡豊町小蓮","088-880-2267"
"FA003443","40","福岡教育大学 学術情報センター 図書館","宗像市赤間文教町1番5号","0940-35-1311"
"FA003454","40","九州大学 中央図書館","福岡市西区元岡744 (イーストゾーン)","092-802-6274"
"FA003465","40","九州大学 医学図書館","福岡県福岡市東区馬出3-1-1","092-642-6039"
"FA003476","40","九州大学 芸術工学図書館","福岡市南区塩原4-9-1","092-553-4427"
"FA003487","40","九州工業大学 附属図書館","北九州市戸畑区仙水町1-1","093-884-3074"
"FA003498","41","佐賀大学 附属図書館","佐賀県佐賀市本庄町1","0952-28-8905(依頼)","0952-28-8914(受付)"
"FA003501","41","佐賀大学 附属図書館 医学分館","佐賀市鍋島5丁目1番1号●","0952-34-2172(受付)","0952-34-2171","0952-34-2173(依頼)"
"FA003512","42","長崎大学 附属図書館","長崎市文教町1-14","095-819-2198"
"FA003523","42","長崎大学 附属図書館 経済学部分館","長崎市片淵4-2-1","095-820-6309 内223"
"FA003534","42","長崎大学 附属図書館 医学分館","長崎市坂本1丁目12-4","095-819-7014"
"FA003545","43","熊本大学 附属図書館","熊本市中央区黒髪2-40-1","096-342-2226"
"FA003556","43","熊本大学 附属図書館 医学系分館","熊本市中央区本荘1-1-1","096(373)5035"
"FA003567","43","熊本大学 附属図書館 薬学部分館","熊本県熊本市中央区大江本町5-1","096-371-4660"
"FA003578","44","大分大学 学術情報拠点(図書館)","大分市大字旦野原700","097-554-7485"
"FA003589","44","大分大学 教育福祉科学部教育研究所","大分市大字旦野原700","097-554-7512"
"FA003603","44","大分大学 経済学部 教育研究支援室","大分市大字旦野原700","097-554-7662"
"FA003614","44","大分大学 学術情報拠点(医学図書館)","大分県由布市挾間町医大ケ丘1-1","097-586-5580"
"FA003625","45","宮崎大学 附属図書館","宮崎県宮崎市学園木花台西1-1","0985-58-7147"
"FA003636","45","宮崎大学 附属図書館 医学分館","宮崎県宮崎市清武町木原5200","0985-85-9201"
"FA003647","46","鹿児島大学 附属図書館","鹿児島市郡元1-21-35","099-285-7440"
"FA003658","46","鹿児島大学 附属図書館 桜ヶ丘分館","鹿児島市桜ケ丘8-35-1","099-275-5205"
"FA003669","46","鹿児島大学 附属図書館 水産学部分館","鹿児島市下荒田4-50-20","099-286-4051"
"FA003680","46","鹿屋体育大学 附属図書館","鹿屋市白水町1","0994-46-4874"
"FA003691","47","琉球大学 附属図書館","沖縄県中頭郡西原町字千原1番地","098-895-8166(DI)"
"FA003705","47","琉球大学 附属図書館 医学部分館","沖縄県中頭郡西原町字上原207","098-895-1052"
"FA003716","01","札幌医科大学 附属総合情報センター","札幌市中央区南1条西17丁目","011-611-2111"
"FA003727","07","公立大学法人 福島県立医科大学 附属学術情報センター","福島県福島市光が丘1番地","024-547-1684"
"FA003738","10","群馬県立女子大学 附属図書館","群馬県佐波郡玉村町大字上之手1395番1","0270-65-8511"
"FA003749","10","高崎経済大学 図書館","高崎市上並榎町1300","027-344-6266"
"FA003760","13","東京都立大学 図書館","東京都八王子市南大沢1-1","042-677-2404"
"FA003771","14","横浜市立大学 学術情報センター","横浜市金沢区瀬戸22-2","045-787-2077"
"FA003782","14","横浜市立大学 医学情報センター","横浜市金沢区福浦3-9","045-787-2556(依頼)","045-787-2518(受付)"
"FA003793","17","金沢美術工芸大学 附属図書館","金沢市小立野5丁目11番1号","076-262-3504","076-220-2801(MU)"
"FA003807","19","都留文科大学 附属図書館","山梨県都留市田原3-8-1","0554-43-4341"
"FA003818","21","岐阜薬科大学 附属図書館","岐阜市三田洞東5丁目6-1","058-237-3931"
"FA003851","23","愛知県立大学 長久手キャンパス図書館","愛知県長久手市茨ヶ廻間1522-3","0561-76-8841"
"FA003862","23","愛知県立芸術大学 芸術情報センター図書館","愛知県長久手市岩作三ケ峯1-114","0561-76-2963"
"FA003873","23","名古屋市立大学 総合情報センター 山の畑分館","愛知県名古屋市瑞穂区瑞穂町字山の畑1","052-872-5761"
"FA003895","23","名古屋市立大学 総合情報センター 川澄分館","名古屋市瑞穂区瑞穂町字川澄1","052-853-8030"
"FA003909","23","名古屋市立大学 総合情報センター 田辺通分館","名古屋市瑞穂区田辺通3-1","052-836-3522"
"FA003920","26","京都市立芸術大学 附属図書館","京都市西京区大枝沓掛町13-6","075-334-2233"
"FA003931","26","京都府立大学 附属図書館","京都市左京区下鴨半木町1-5","075-703-5130"
"FA003942","26","京都府立医科大学 附属図書館","京都市上京区清和院口寺町東入中御霊町410","075-212-5404(直)"
"FA003964","27","大阪市立大学 学術情報総合センター","大阪市住吉区杉本3-3-138","06-6605-3231"
"FA003975","27","大阪市立大学 学術情報総合センター 医学分館","大阪府大阪市阿倍野区旭町1-2-7","06-6645-3491"
"FA003986","27","大阪府立大学 総合図書館 中百舌鳥","堺市中区学園町1-1","072-254-9152(直)"
"FA004005","27","大阪府立大学 ヒューマンサイエンス系図書室","大阪府堺市中区学園町1-1","072-254-9772"
"FA004016","27","大阪府立大学 経済・経営・法律系図書室","大阪府堺市中区学園町1-1","072-254-9554"
"FA004038","27","大阪府立大学 りんくう図書室","大阪府泉佐野市りんくう往来北1番地の58","072-254-9151"
"FA004049","28","神戸市外国語大学 学術情報センター","神戸市西区学園東町9-1","078-794-8153"
"FA004060","28","兵庫県立大学 神戸商科学術情報館","神戸市西区学園西町8-2-1","078-794-5394"
"FA004071","28","兵庫県立大学 政策科学研究所","神戸市西区学園西町8丁目2番地の1","078-794-5302"
"FA004082","28","兵庫県立大学 姫路工学学術情報館","兵庫県姫路市書写2167番地","079-267-4823(ダイヤルイン)"
"FA004093","29","奈良県立医科大学 附属図書館","奈良県橿原市四条町840","0744-22-3051"
"FA004107","30","和歌山県立医科大学 図書館 紀三井寺館","和歌山市紀三井寺811-1","073-441-0787"
"FA004118","34","県立広島大学 学術情報センター図書館","広島市南区宇品東1-1-71","082-251-5179"
"FA004129","35","下関市立大学 附属図書館","山口県下関市大学町二丁目1番1号","083-252-1211"
"FA004140","35","山口県立大学 附属図書館","山口県山口市桜畠3-2-1","083-928-0522"
"FA004151","39","高知県立大学 総合情報センター 永国寺 図書館","高知県高知市永国寺町2-22","088-821-7129(直通)"
"FA004162","40","北九州市立大学 図書館","北九州市小倉南区北方四丁目2番1号","093-964-4403"
"FA004173","40","九州歯科大学 附属図書館","北九州市小倉北区真鶴二丁目六番一号","093-582-1131"
"FA004184","40","福岡女子大学 附属図書館","福岡県福岡市東区香住ケ丘1-1-1","092-661-2416"
"FA004195","42","長崎県立大学 佐世保校 附属図書館","長崎県佐世保市川下町123番地","0956-47-2191"
"FA004209","43","熊本県立大学学術情報メディアセンター 図書館","熊本市東区月出3丁目1-100","096-321-6613"
"FA004220","01","旭川大学 図書館","北海道旭川市永山3条23丁目1番9号","0166-48-3121"
"FA004231","01","札幌大学 図書館","札幌市豊平区西岡3条7-3-1","011(852)9178"
"FA004242","01","札幌学院大学 図書館","北海道江別市文京台11番地","011-386-8111"
"FA004264","01","函館大学 図書館","北海道函館市高丘町51-1","0138-57-1181"
"FA004275","01","北海道医療大学 総合図書館","北海道石狩郡当別町金沢1757","0133-23-1134"
"FA004286","01","藤女子大学 図書館","北海道札幌市北区北16条西2丁目","011-736-5407"
"FA004297","01","北星学園大学 図書館","北海道札幌市厚別区大谷地西2丁目3番1号","011-891-2664"
"FA004300","01","北海商科大学 付属図書館","北海道札幌市豊平区豊平6条6丁目10番","011-841-1161"
"FA004311","01","北海学園大学 附属図書館","北海道札幌市豊平区旭町4-1-40","011-841-1161"
"FA004322","01","北海道科学大学 図書館","北海道札幌市手稲区前田7条15丁目4番1号","011-688-2366"
"FA004355","01","酪農学園大学 附属図書館","北海道江別市文京台緑町582","011-388-4142(ダイヤルイン)","011-386-1111(代)"
"FA004366","02","青森大学 附属図書館","青森県青森市幸畑2丁目3番1号","017-738-2001(代)"
"FA004377","02","東北女子大学 附属図書館","青森県弘前市清原1丁目1-16","0172-33-2289"
"FA004388","02","八戸学院 図書館","青森県八戸市大字美保野13-98","0178-30-1695"
"FA004399","02","八戸工業大学 図書館","青森県八戸市大字妙字大開88-1","0178-25-8032(ダイヤルイン)"
"FA004402","02","弘前学院大学 附属図書館","青森県弘前市稔町13-1","0172-34-5211"
